filepath,label,img_size
data\bali-26_train\bali-26_train\sawo\27050.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27051.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27052.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27053.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27054.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27055.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27056.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27057.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27058.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27059.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27060.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27061.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27062.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27063.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27064.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27065.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27066.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27067.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27068.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27069.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27070.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27071.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27072.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27073.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27074.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27075.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27076.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27077.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27078.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27079.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27080.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27081.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27082.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27083.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27084.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27085.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27086.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27087.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27088.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27089.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27090.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27091.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27092.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27093.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27094.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27095.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27096.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27097.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27098.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27099.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27100.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27101.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27102.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27103.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27104.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27105.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27106.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27107.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27108.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27109.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27110.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27111.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27112.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27113.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27114.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27115.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27116.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27117.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27118.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27119.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27120.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27121.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27122.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27123.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27124.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27125.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27126.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27127.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27128.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27129.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27130.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27131.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27132.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27133.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27134.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27135.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27136.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27137.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27138.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27139.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27140.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27141.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27142.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27143.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27144.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27145.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27146.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27147.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27148.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27149.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27150.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27151.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27152.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27153.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27154.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27155.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27156.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27157.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27158.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27159.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27160.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27161.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27162.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27163.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27164.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27165.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27166.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27167.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27168.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27169.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27170.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27171.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27172.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27173.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27174.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27175.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27176.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27177.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27178.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27179.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27180.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27181.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27182.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27183.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27184.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27185.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27186.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27187.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27188.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27189.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27190.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27191.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27192.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27193.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27194.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27195.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27196.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27197.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27198.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27199.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27200.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27201.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27202.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27203.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27204.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27205.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27206.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27207.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27208.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27209.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27210.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27211.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27212.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27213.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27214.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27215.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27216.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27217.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27218.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27219.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27220.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27221.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27222.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27223.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27224.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27225.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27226.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27227.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27228.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27229.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27230.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27231.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27232.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27233.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27234.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27235.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27236.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27237.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27238.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27239.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27240.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27241.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27242.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27243.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27244.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27245.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27246.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27247.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27248.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27249.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27250.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27251.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27252.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27253.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27254.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27255.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27256.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27257.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27258.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27259.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27260.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27261.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27262.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27263.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27264.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27265.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27266.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27267.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27268.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27269.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27270.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27271.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27272.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27273.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27274.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27275.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27276.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27277.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27278.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27279.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27280.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27281.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27282.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27283.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27284.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27285.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27286.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27287.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27288.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27289.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27290.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27291.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27292.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27293.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27294.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27295.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27296.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27297.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27298.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27299.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27300.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27301.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27302.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27303.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27304.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27305.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27306.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27307.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27308.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27309.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27310.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27311.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27312.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27313.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27314.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27315.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27316.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27317.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27318.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27319.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27320.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27321.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27322.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27323.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27324.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27325.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27326.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27327.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27328.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27329.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27330.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27331.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27332.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27333.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27334.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27335.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27336.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27337.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27338.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27339.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27340.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27341.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27342.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27343.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27344.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27345.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27346.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27347.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27348.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27349.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27350.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27351.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27352.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27353.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27354.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27355.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27356.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27357.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27358.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27359.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27360.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27361.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27362.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27363.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27364.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27365.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27366.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27367.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27368.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27369.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27370.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27371.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27372.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27373.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27374.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27375.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27376.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27377.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27378.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27379.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27380.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27381.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27382.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27383.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27384.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27385.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27386.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27387.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27388.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27389.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27390.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27391.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27392.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27393.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27394.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27395.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27396.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27397.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27398.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27399.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27400.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27401.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27402.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27403.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27404.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27405.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27406.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27407.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27408.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27409.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27410.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27411.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27412.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27413.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27414.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27415.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27416.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27417.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27418.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27419.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27420.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27421.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27422.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27423.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27424.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27425.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27426.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27427.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27428.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27429.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27430.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27431.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27432.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27433.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27434.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27435.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27436.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27437.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27438.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27439.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27440.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27441.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27442.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27443.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27444.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27445.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27446.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27447.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27448.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27449.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27450.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27451.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27452.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27453.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27454.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27455.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27456.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27457.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27458.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27459.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27460.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27461.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27462.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27463.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27464.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27465.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27466.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27467.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27468.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27469.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27470.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27471.jpg,sawo,1
data\bali-26_train\bali-26_train\sawo\27472.jpg,sawo,1
